100,7.703644561767578
200,6.757301330566406
300,7.225195748465402
400,4.557750384012858
500,5.680586920844184
600,5.846736653645833
700,4.703216075897217
800,6.9438018798828125
900,5.668344497680664
1000,5.798039330376519
1100,5.9033613204956055
1200,6.259479370117187
1300,6.5439229011535645
1400,5.441346486409505
1500,6.061538219451904
1600,5.5072275797526045
1700,5.786342620849609
1800,5.784275401722301
1900,5.862174224853516
2000,5.867099126180013
2100,6.679024696350098
2200,4.951927661895752
2300,5.958029610770089
2400,5.5264739990234375
2500,5.144493103027344
2600,4.803387451171875
2700,6.5279388427734375
2800,5.420193862915039
2900,4.802422114780971
3000,7.6968207359313965
3100,6.482922077178955
3200,4.900676182338169
3300,5.689614432198661
3400,5.883168538411458
3500,5.922618103027344
3600,5.9059935675726996
3700,6.147660149468316
3800,6.166408538818359
3900,5.089866093226841
4000,6.90936769757952
4100,5.744203186035156
4200,5.2782206535339355
4300,5.568381881713867
4400,8.7966890335083
4500,5.950407981872559
4600,6.038115310668945
4700,5.334817886352539
4800,6.813504900251116
4900,4.840215410505023
5000,6.525388240814209
5100,6.463222026824951
5200,4.451648712158203
5300,6.883676910400391
5400,6.7949095831976996
5500,5.1624579429626465
5600,6.3023529052734375
5700,5.159777450561523
5800,5.456980895996094
5900,7.383513556586371
6000,5.532180362277561
6100,6.276767730712891
6200,8.32681655883789
6300,5.498649173312717
6400,6.6342246315696025
6500,5.057686941964286
6600,5.915473556518554
6700,6.119211578369141
6800,6.2503712972005205
6900,5.518362998962402
7000,6.032931857638889
7100,5.549222128731864
7200,7.347167332967122
7300,6.174839019775391
7400,6.10729745718149
7500,8.32906265258789
7600,6.107740020751953
7700,6.537035855379972
7800,10.199938456217447
7900,5.091112409319196
8000,6.105963706970215
8100,7.1796063014439175
8200,6.333038875034878
8300,4.223448072160993
8400,6.786246804630055
8500,5.958270072937012
8600,7.118907928466797
8700,5.005044301350911
8800,4.861790180206299
8900,6.334804188121449
9000,5.3379356384277346
9100,5.429122578014027
9200,6.183373884721235
9300,5.085892105102539
9400,5.3840533665248325
9500,7.006608145577567
9600,4.726787990993923
9700,5.7403035163879395
9800,7.00680195201527
9900,5.771631094125601
10000,7.075710296630859
10100,6.938838195800781
10200,6.102071762084961
10300,6.5577528817313055
10400,3.7289625803629556
10500,6.377435896131727
10600,5.4390925089518225
10700,3.8267128467559814
10800,6.170454025268555
10900,4.592592875162761
11000,5.307852851019965
11100,5.248979568481445
11200,6.386759643554687
11300,5.653051376342773
