iter,loss
2048,131.03890991210938
2049,120.73075866699219
2050,111.40874481201172
2051,103.42201232910156
2052,98.38867950439453
2053,95.84534454345703
2054,90.7428207397461
2055,87.8919677734375
2056,92.31024932861328
2057,87.27181243896484
2058,82.01795196533203
2059,82.23165130615234
2060,80.83557891845703
2061,77.82453155517578
2062,75.96983337402344
2063,76.50049591064453
2064,78.99748229980469
2065,74.54904174804688
2066,75.19744873046875
2067,76.66185760498047
2068,76.12266540527344
2069,75.85064697265625
2070,70.56160736083984
2071,71.2928237915039
2072,71.10487365722656
2073,73.30342102050781
2074,68.657470703125
2075,72.38756561279297
2076,69.64507293701172
2077,68.71641540527344
2078,67.87136840820312
2079,69.33802795410156
2080,67.42469024658203
2081,63.715240478515625
2082,67.13172149658203
2083,66.6642837524414
2084,69.11077880859375
2085,64.34992980957031
2086,64.12263488769531
2087,63.805397033691406
2088,64.61473083496094
2089,61.06721496582031
2090,64.38440704345703
2091,67.4853744506836
2092,62.49601745605469
2093,60.020668029785156
2094,64.41537475585938
2095,65.87557220458984
2096,61.03117370605469
2097,62.70707321166992
2098,64.24156188964844
2099,64.67816925048828
2100,63.64295196533203
2101,65.28909301757812
2102,64.00086975097656
2103,64.34626770019531
2104,64.12831115722656
2105,60.83071517944336
2106,62.69486999511719
2107,61.85622024536133
2108,63.32466506958008
2109,63.45943069458008
2110,60.50297164916992
2111,60.03190612792969
2112,63.899471282958984
2113,60.65055465698242
2114,66.51026916503906
2115,61.851417541503906
2116,63.97823715209961
2117,63.44774627685547
2118,60.778717041015625
2119,61.67169189453125
2120,63.60712432861328
2121,59.70363235473633
2122,64.0549545288086
2123,66.0959701538086
2124,69.17003631591797
2125,70.51985931396484
2126,67.7171401977539
2127,66.64073944091797
2128,68.77317810058594
2129,67.4062728881836
2130,64.13346099853516
2131,61.19573211669922
2132,64.8428726196289
2133,68.7136459350586
2134,65.10997009277344
2135,64.16463470458984
2136,62.34682846069336
2137,63.86475372314453
2138,62.86042785644531
2139,61.915706634521484
2140,60.53487777709961
2141,64.8129653930664
2142,64.89546203613281
2143,63.21645736694336
2144,60.87052536010742
2145,59.910762786865234
2146,56.51775360107422
2147,61.87614440917969
2148,63.677608489990234
2149,63.06719970703125
2150,62.932518005371094
2151,63.8693962097168
2152,63.275733947753906
2153,59.415225982666016
2154,59.61631774902344
2155,67.38005065917969
2156,62.9089241027832
2157,59.52204132080078
2158,60.75605392456055
2159,54.61202621459961
2160,59.72492218017578
2161,58.56644821166992
2162,59.11974334716797
2163,59.10295486450195
2164,59.84508514404297
2165,56.56381607055664
2166,61.15705871582031
2167,58.26951599121094
2168,57.4417839050293
2169,57.63324737548828
2170,58.738548278808594
2171,57.49089050292969
2172,57.14759063720703
2173,59.037742614746094
2174,55.19404602050781
2175,57.858177185058594
2176,61.07218551635742
2177,60.95954895019531
2178,64.4277114868164
2179,59.077449798583984
2180,63.12645721435547
2181,60.493831634521484
2182,60.729496002197266
2183,59.05790328979492
2184,55.623443603515625
2185,54.14954376220703
2186,54.46843719482422
2187,50.018394470214844
2188,55.47159194946289
2189,51.45979690551758
2190,51.99097442626953
2191,54.92506790161133
2192,54.90996551513672
2193,58.45855712890625
2194,61.82270812988281
2195,61.411582946777344
2196,61.74612045288086
2197,59.8289680480957
2198,63.49325942993164
2199,58.65639877319336
2200,56.44617462158203
2201,57.9743766784668
2202,59.63440704345703
2203,60.62202453613281
2204,60.50526809692383
2205,60.24811553955078
2206,60.711673736572266
2207,58.08696365356445
2208,61.55024337768555
2209,58.601646423339844
2210,59.357540130615234
2211,58.321590423583984
2212,57.9537239074707
2213,58.95822525024414
2214,58.44607925415039
2215,58.28588104248047
2216,58.20624923706055
2217,58.48873519897461
2218,58.86742401123047
2219,54.74604797363281
2220,57.136592864990234
2221,55.50788116455078
2222,59.84782028198242
2223,60.30976486206055
2224,57.67692947387695
2225,57.94784164428711
2226,58.513587951660156
2227,57.9368782043457
2228,55.01620101928711
2229,55.59939193725586
2230,54.639747619628906
2231,57.650238037109375
2232,55.5286865234375
2233,57.19873809814453
2234,57.66939163208008
2235,59.239986419677734
2236,57.336585998535156
2237,51.860267639160156
2238,57.55195617675781
2239,56.06804656982422
2240,54.832576751708984
2241,52.65129470825195
2242,57.96540451049805
2243,57.68798828125
2244,55.0423698425293
2245,55.30783462524414
2246,57.6842155456543
2247,55.21687698364258
2248,52.31303024291992
2249,54.86555480957031
2250,52.786293029785156
2251,51.86821365356445
2252,56.016727447509766
2253,53.871421813964844
2254,54.1776008605957
2255,50.079376220703125
2256,51.2080078125
2257,49.367645263671875
2258,52.40570831298828
2259,54.728843688964844
2260,54.00387191772461
2261,55.00769805908203
2262,54.86893081665039
2263,54.25984191894531
2264,59.9102668762207
2265,65.02867889404297
2266,59.90122985839844
2267,60.296146392822266
2268,59.957359313964844
2269,57.56196594238281
2270,61.4560432434082
2271,60.520347595214844
2272,61.17204284667969
2273,58.206817626953125
2274,58.49855041503906
2275,62.51961135864258
2276,57.630126953125
2277,58.50199890136719
2278,58.337642669677734
2279,57.140968322753906
2280,58.983699798583984
2281,54.70906448364258
2282,53.760799407958984
2283,53.811378479003906
2284,53.80339050292969
2285,59.79987335205078
2286,57.280982971191406
2287,61.44906997680664
2288,56.99239730834961
2289,54.68180465698242
2290,56.775299072265625
2291,56.35893630981445
2292,54.20895767211914
2293,55.958065032958984
2294,55.55111312866211
2295,55.184322357177734
2296,58.74162292480469
2297,57.75576400756836
2298,58.11484146118164
2299,55.55097579956055
2300,56.888221740722656
2301,55.108341217041016
2302,57.09808349609375
2303,54.267608642578125
2304,55.114925384521484
2305,54.77342224121094
2306,56.64779281616211
2307,49.95576858520508
2308,51.99811553955078
2309,57.13108825683594
2310,53.595298767089844
2311,51.83386993408203
2312,51.66661071777344
2313,55.75111770629883
2314,53.29331970214844
2315,52.37294387817383
2316,54.53433609008789
2317,54.21548843383789
2318,55.31974411010742
2319,60.24410629272461
2320,57.69938659667969
2321,58.88595199584961
2322,55.218780517578125
2323,55.869361877441406
2324,53.81544494628906
2325,55.09919357299805
2326,55.03792190551758
2327,52.51495361328125
2328,52.711238861083984
2329,55.29108428955078
2330,59.262210845947266
2331,57.3860969543457
2332,56.45500183105469
2333,56.71123123168945
2334,54.26129150390625
2335,54.697052001953125
